name,UUID,category,cmui_swatch,in_mix_mode,in_clamp,in_invert,in_debug,in_k1_mode,in_k1_color,in_k1_hcl_offset,in_g1_interp_mode,in_g1_staircase_steps,in_g1_chroma_boost,in_g1_lightness_boost,in_k2_enabled,in_k2_position,in_k2_mode,in_k2_color,in_k2_hcl_offset,in_g2_interp_mode,in_g2_staircase_steps,in_g2_chroma_boost,in_g2_lightness_boost,in_k3_enabled,in_k3_position,in_k3_mode,in_k3_color,in_k3_hcl_offset,in_g3_interp_mode,in_g3_staircase_steps,in_g3_chroma_boost,in_g3_lightness_boost,in_k4_mode,in_k4_color,in_k4_hcl_offset
Palette - Blue Raspberry,Palette-BlueRaspberry,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.705882 0.858824,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.513726 0.690196,0.0 0.0 0.0
Palette - Blue Red,Palette-BlueRed,Gradient,Swatch-Torus,0,1,0,0,0,0.211765 0.694118 0.780392,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.588235 0.0431373 0.2,0.0 0.0 0.0
Palette - Blue Skies,Palette-BlueSkies,Gradient,Swatch-Torus,0,1,0,0,0,0.337255 0.8 0.94902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.184314 0.501961 0.929412,0.0 0.0 0.0
Palette - Blue Slate,Palette-BlueSlate,Gradient,Swatch-Torus,0,1,0,0,0,0.709804 0.72549 1.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.168627 0.172549 0.286275,0.0 0.0 0.0
Palette - Bluelagoo,Palette-Bluelagoo,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.321569 0.831373,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.262745 0.392157 0.968627,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.435294 0.694118 0.988235,0.0 0.0 0.0
Palette - Blurry Beach,Palette-BlurryBeach,Gradient,Swatch-Torus,0,1,0,0,0,0.835294 0.2 0.411765,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.796078 0.678431 0.427451,0.0 0.0 0.0
Palette - Blush,Palette-Blush,Gradient,Swatch-Torus,0,1,0,0,0,0.698039 0.270588 0.572549,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.945098 0.372549 0.47451,0.0 0.0 0.0
Palette - Bora Bora,Palette-BoraBora,Gradient,Swatch-Torus,0,1,0,0,0,0.168627 0.752941 0.894118,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.917647 0.92549 0.776471,0.0 0.0 0.0
Palette - Bourbon,Palette-Bourbon,Gradient,Swatch-Torus,0,1,0,0,0,0.92549 0.435294 0.4,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.952941 0.631373 0.513726,0.0 0.0 0.0
Palette - Brady Brady Fun Fun,Palette-BradyBradyFunFun,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.764706 1.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 1.0 0.109804,0.0 0.0 0.0
Palette - Bright Vault,Palette-BrightVault,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.823529 1.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.572549 0.552941 0.670588,0.0 0.0 0.0
Palette - Broken Hearts,Palette-BrokenHearts,Gradient,Swatch-Torus,0,1,0,0,0,0.85098 0.654902 0.780392,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.988235 0.862745,0.0 0.0 0.0
Palette - Bupe,Palette-Bupe,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.254902 0.415686,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.894118 0.898039 0.901961,0.0 0.0 0.0
Palette - Burning Orange,Palette-BurningOrange,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.254902 0.423529,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.294118 0.168627,0.0 0.0 0.0
Palette - By Design,Palette-ByDesign,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.623529 1.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.92549 0.184314 0.294118,0.0 0.0 0.0
Palette - Calm Darya,Palette-CalmDarya,Gradient,Swatch-Torus,0,1,0,0,0,0.372549 0.172549 0.509804,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.286275 0.627451 0.615686,0.0 0.0 0.0
Palette - Can You Feel The Love Tonight,Palette-CanYouFeelTheLoveTonight,Gradient,Swatch-Torus,0,1,0,0,0,0.270588 0.407843 0.862745,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.690196 0.415686 0.701961,0.0 0.0 0.0
Palette - Candy,Palette-Candy,Gradient,Swatch-Torus,0,1,0,0,0,0.827451 0.584314 0.607843,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.74902 0.901961 0.729412,0.0 0.0 0.0
Palette - Celestial,Palette-Celestial,Gradient,Swatch-Torus,0,1,0,0,0,0.764706 0.215686 0.392157,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.113725 0.14902 0.443137,0.0 0.0 0.0
Palette - Cheer Up Emo Kid,Palette-CheerUpEmoKid,Gradient,Swatch-Torus,0,1,0,0,0,0.333333 0.384314 0.439216,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.419608 0.419608,0.0 0.0 0.0
Palette - Cherry,Palette-Cherry,Gradient,Swatch-Torus,0,1,0,0,0,0.921569 0.2 0.286275,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.956863 0.360784 0.262745,0.0 0.0 0.0
Palette - Cherryblossoms,Palette-Cherryblossoms,Gradient,Swatch-Torus,0,1,0,0,0,0.984314 0.827451 0.913725,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.733333 0.215686 0.490196,0.0 0.0 0.0
Palette - Chitty Chitty Bang Bang,Palette-ChittyChittyBangBang,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.47451 0.568627,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.470588 1.0 0.839216,0.0 0.0 0.0
Palette - Christmas,Palette-Christmas,Gradient,Swatch-Torus,0,1,0,0,0,0.184314 0.45098 0.211765,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.666667 0.227451 0.219608,0.0 0.0 0.0
Palette - Cinnamint,Palette-Cinnamint,Gradient,Swatch-Torus,0,1,0,0,0,0.290196 0.760784 0.603922,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.741176 1.0 0.952941,0.0 0.0 0.0
Palette - Citrus Peel,Palette-CitrusPeel,Gradient,Swatch-Torus,0,1,0,0,0,0.992157 0.784314 0.188235,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.952941 0.45098 0.207843,0.0 0.0 0.0
Palette - Clear Sky,Palette-ClearSky,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.360784 0.592157,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.211765 0.215686 0.584314,0.0 0.0 0.0
Palette - Clouds,Palette-Clouds,Gradient,Swatch-Torus,0,1,0,0,0,0.92549 0.913725 0.901961,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 1.0 1.0,0.0 0.0 0.0
Palette - Coal,Palette-Coal,Gradient,Swatch-Torus,0,1,0,0,0,0.921569 0.341176 0.341176,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.0 0.0,0.0 0.0 0.0
Palette - Cocoaa Ice,Palette-CocoaaIce,Gradient,Swatch-Torus,0,1,0,0,0,0.752941 0.752941 0.666667,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.109804 0.937255 1.0,0.0 0.0 0.0
Palette - Coffee Gold,Palette-CoffeeGold,Gradient,Swatch-Torus,0,1,0,0,0,0.333333 0.25098 0.137255,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.788235 0.596078 0.27451,0.0 0.0 0.0
Palette - Colors Of Sky,Palette-ColorsOfSky,Gradient,Swatch-Torus,0,1,0,0,0,0.878431 0.917647 0.988235,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.811765 0.870588 0.952941,0.0 0.0 0.0
Palette - Combi,Palette-Combi,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.254902 0.415686,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.47451 0.623529 0.0470588,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.878431 0.0,0.0 0.0 0.0
Palette - Compare Now,Palette-CompareNow,Gradient,Swatch-Torus,0,1,0,0,0,0.937255 0.231373 0.211765,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 1.0 1.0,0.0 0.0 0.0
Palette - Compass,Palette-Compass,Gradient,Swatch-Torus,0,1,0,0,0,0.317647 0.419608 0.545098,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0196078 0.419608 0.231373,0.0 0.0 0.0
Palette - Cool Blues,Palette-CoolBlues,Gradient,Swatch-Torus,0,1,0,0,0,0.129412 0.576471 0.690196,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.427451 0.835294 0.929412,0.0 0.0 0.0
Palette - Cool Brown,Palette-CoolBrown,Gradient,Swatch-Torus,0,1,0,0,0,0.376471 0.219608 0.0745098,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.698039 0.623529 0.580392,0.0 0.0 0.0
Palette - Cool Sky,Palette-CoolSky,Gradient,Swatch-Torus,0,1,0,0,0,0.160784 0.501961 0.72549,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.427451 0.835294 0.980392,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 1.0 1.0,0.0 0.0 0.0
Palette - Copper,Palette-Copper,Gradient,Swatch-Torus,0,1,0,0,0,0.717647 0.596078 0.568627,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.580392 0.443137 0.419608,0.0 0.0 0.0
Palette - Cosmic Fusion,Palette-CosmicFusion,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.0 0.8,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.2 0.2 0.6,0.0 0.0 0.0
Palette - Crazy Orange I,Palette-CrazyOrangeI,Gradient,Swatch-Torus,0,1,0,0,0,0.827451 0.513726 0.0705882,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.658824 0.196078 0.47451,0.0 0.0 0.0
Palette - Crimson Tide,Palette-CrimsonTide,Gradient,Swatch-Torus,0,1,0,0,0,0.392157 0.168627 0.45098,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.776471 0.258824 0.431373,0.0 0.0 0.0
Palette - Crystal Clear,Palette-CrystalClear,Gradient,Swatch-Torus,0,1,0,0,0,0.0823529 0.6 0.341176,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0823529 0.341176 0.6,0.0 0.0 0.0
Palette - Curiosity blue,Palette-Curiosityblue,Gradient,Swatch-Torus,0,1,0,0,0,0.321569 0.321569 0.321569,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.239216 0.447059 0.705882,0.0 0.0 0.0
Palette - DIMIGO,Palette-DIMIGO,Gradient,Swatch-Torus,0,1,0,0,0,0.92549 0.0 0.54902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.988235 0.403922 0.403922,0.0 0.0 0.0
Palette - Dance To Forget,Palette-DanceToForget,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.305882 0.313726,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.976471 0.831373 0.137255,0.0 0.0 0.0
Palette - Dania,Palette-Dania,Gradient,Swatch-Torus,0,1,0,0,0,0.745098 0.576471 0.772549,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.482353 0.776471 0.8,0.0 0.0 0.0
Palette - Dark Blu Two,Palette-DarkBluTwo,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.27451 0.501961,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.266667 0.517647 0.729412,0.0 0.0 0.0
Palette - Dark Blue Gradient,Palette-DarkBlueGradient,Gradient,Swatch-Torus,0,1,0,0,0,0.152941 0.454902 0.682353,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.0 0.180392 0.364706,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.180392 0.364706,0.0 0.0 0.0
Palette - Dark Knight,Palette-DarkKnight,Gradient,Swatch-Torus,0,1,0,0,0,0.729412 0.545098 0.00784314,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0941176 0.0941176 0.0941176,0.0 0.0 0.0
Palette - Dark Ocean,Palette-DarkOcean,Gradient,Swatch-Torus,0,1,0,0,0,0.215686 0.231373 0.266667,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.258824 0.52549 0.956863,0.0 0.0 0.0
Palette - Dark Skies,Palette-DarkSkies,Gradient,Swatch-Torus,0,1,0,0,0,0.294118 0.47451 0.631373,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.156863 0.243137 0.317647,0.0 0.0 0.0
Palette - Dawn,Palette-Dawn,Gradient,Swatch-Torus,0,1,0,0,0,0.952941 0.564706 0.309804,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.231373 0.262745 0.443137,0.0 0.0 0.0
Palette - Day Tripper,Palette-DayTripper,Gradient,Swatch-Torus,0,1,0,0,0,0.972549 0.341176 0.65098,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.345098 0.345098,0.0 0.0 0.0
Palette - Decent,Palette-Decent,Gradient,Swatch-Torus,0,1,0,0,0,0.298039 0.631373 0.686275,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.768627 0.878431 0.898039,0.0 0.0 0.0
Palette - Deep Purple,Palette-DeepPurple,Gradient,Swatch-Torus,0,1,0,0,0,0.403922 0.227451 0.717647,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.317647 0.176471 0.658824,0.0 0.0 0.0
Palette - Deep Sea Space,Palette-DeepSeaSpace,Gradient,Swatch-Torus,0,1,0,0,0,0.172549 0.243137 0.313726,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.298039 0.631373 0.686275,0.0 0.0 0.0
Palette - Deep Space,Palette-DeepSpace,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.262745 0.262745 0.262745,0.0 0.0 0.0
Palette - Delicate,Palette-Delicate,Gradient,Swatch-Torus,0,1,0,0,0,0.827451 0.8 0.890196,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.913725 0.894118 0.941176,0.0 0.0 0.0
Palette - Digital Water,Palette-DigitalWater,Gradient,Swatch-Torus,0,1,0,0,0,0.454902 0.921569 0.835294,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.67451 0.713726 0.898039,0.0 0.0 0.0
Palette - Dirty Fog,Palette-DirtyFog,Gradient,Swatch-Torus,0,1,0,0,0,0.72549 0.576471 0.839216,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.54902 0.65098 0.858824,0.0 0.0 0.0
Palette - Disco,Palette-Disco,Gradient,Swatch-Torus,0,1,0,0,0,0.305882 0.803922 0.768627,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.333333 0.384314 0.439216,0.0 0.0 0.0
Palette - Dracula,Palette-Dracula,Gradient,Swatch-Torus,0,1,0,0,0,0.862745 0.141176 0.141176,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.290196 0.337255 0.615686,0.0 0.0 0.0
Palette - Dull,Palette-Dull,Gradient,Swatch-Torus,0,1,0,0,0,0.788235 0.839216 1.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.886275 0.886275 0.886275,0.0 0.0 0.0
Palette - Dusk,Palette-Dusk,Gradient,Swatch-Torus,0,1,0,0,0,0.172549 0.243137 0.313726,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.992157 0.454902 0.423529,0.0 0.0 0.0
Palette - Dusty Grass,Palette-DustyGrass,Gradient,Swatch-Torus,0,1,0,0,0,0.831373 0.988235 0.47451,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.588235 0.901961 0.631373,0.0 0.0 0.0
Palette - Earthly,Palette-Earthly,Gradient,Swatch-Torus,0,1,0,0,0,0.392157 0.568627 0.45098,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.858824 0.835294 0.643137,0.0 0.0 0.0
