name,UUID,category,cmui_swatch,in_mix_mode,in_clamp,in_invert,in_debug,in_k1_mode,in_k1_color,in_k1_hcl_offset,in_g1_interp_mode,in_g1_staircase_steps,in_g1_chroma_boost,in_g1_lightness_boost,in_k2_enabled,in_k2_position,in_k2_mode,in_k2_color,in_k2_hcl_offset,in_g2_interp_mode,in_g2_staircase_steps,in_g2_chroma_boost,in_g2_lightness_boost,in_k3_enabled,in_k3_position,in_k3_mode,in_k3_color,in_k3_hcl_offset,in_g3_interp_mode,in_g3_staircase_steps,in_g3_chroma_boost,in_g3_lightness_boost,in_k4_mode,in_k4_color,in_k4_hcl_offset
Palette - Lithium,Palette-Lithium,Gradient,Swatch-Torus,0,1,0,0,0,0.427451 0.376471 0.152941,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.827451 0.796078 0.721569,0.0 0.0 0.0
Palette - Little Leaf,Palette-LittleLeaf,Gradient,Swatch-Torus,0,1,0,0,0,0.462745 0.721569 0.321569,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.552941 0.760784 0.435294,0.0 0.0 0.0
Palette - Lizard,Palette-Lizard,Gradient,Swatch-Torus,0,1,0,0,0,0.188235 0.262745 0.321569,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.843137 0.823529 0.8,0.0 0.0 0.0
Palette - Love Couple,Palette-LoveCouple,Gradient,Swatch-Torus,0,1,0,0,0,0.227451 0.380392 0.52549,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.537255 0.145098 0.243137,0.0 0.0 0.0
Palette - Love and Liberty,Palette-LoveandLiberty,Gradient,Swatch-Torus,0,1,0,0,0,0.12549 0.00392157 0.133333,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.435294 0.0 0.0,0.0 0.0 0.0
Palette - Lunada,Palette-Lunada,Gradient,Swatch-Torus,0,1,0,0,0,0.329412 0.2 1.0,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.12549 0.741176 1.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.647059 0.996078 0.796078,0.0 0.0 0.0
Palette - Lush,Palette-Lush,Gradient,Swatch-Torus,0,1,0,0,0,0.337255 0.670588 0.184314,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.658824 0.878431 0.388235,0.0 0.0 0.0
Palette - Magic,Palette-Magic,Gradient,Swatch-Torus,0,1,0,0,0,0.34902 0.756863 0.45098,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.631373 0.498039 0.878431,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.364706 0.14902 0.756863,0.0 0.0 0.0
Palette - Maldives,Palette-Maldives,Gradient,Swatch-Torus,0,1,0,0,0,0.698039 0.996078 0.980392,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.054902 0.823529 0.968627,0.0 0.0 0.0
Palette - Man of Steel,Palette-ManofSteel,Gradient,Swatch-Torus,0,1,0,0,0,0.470588 0.00784314 0.0235294,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0235294 0.0666667 0.380392,0.0 0.0 0.0
Palette - Mango,Palette-Mango,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.886275 0.34902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.654902 0.317647,0.0 0.0 0.0
Palette - Mango Papaya,Palette-MangoPapaya,Gradient,Swatch-Torus,0,1,0,0,0,0.870588 0.541176 0.254902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.164706 0.854902 0.32549,0.0 0.0 0.0
Palette - Mango Pulp,Palette-MangoPulp,Gradient,Swatch-Torus,0,1,0,0,0,0.941176 0.596078 0.0980392,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.929412 0.870588 0.364706,0.0 0.0 0.0
Palette - Mantle,Palette-Mantle,Gradient,Swatch-Torus,0,1,0,0,0,0.141176 0.776471 0.862745,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.317647 0.290196 0.615686,0.0 0.0 0.0
Palette - Margo,Palette-Margo,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.937255 0.729412,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 1.0 1.0,0.0 0.0 0.0
Palette - Martini,Palette-Martini,Gradient,Swatch-Torus,0,1,0,0,0,0.992157 0.988235 0.278431,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.141176 0.996078 0.254902,0.0 0.0 0.0
Palette - Master Card,Palette-MasterCard,Gradient,Swatch-Torus,0,1,0,0,0,0.956863 0.419608 0.270588,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.933333 0.658824 0.286275,0.0 0.0 0.0
Palette - Mauve,Palette-Mauve,Gradient,Swatch-Torus,0,1,0,0,0,0.258824 0.152941 0.352941,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.45098 0.294118 0.427451,0.0 0.0 0.0
Palette - MegaTron,Palette-MegaTron,Gradient,Swatch-Torus,0,1,0,0,0,0.776471 1.0 0.866667,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.984314 0.843137 0.52549,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.968627 0.47451 0.490196,0.0 0.0 0.0
Palette - Mello,Palette-Mello,Gradient,Swatch-Torus,0,1,0,0,0,0.752941 0.223529 0.168627,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.556863 0.266667 0.678431,0.0 0.0 0.0
Palette - Memariani,Palette-Memariani,Gradient,Swatch-Torus,0,1,0,0,0,0.666667 0.294118 0.419608,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.419608 0.419608 0.513726,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.231373 0.552941 0.6,0.0 0.0 0.0
Palette - Meridian,Palette-Meridian,Gradient,Swatch-Torus,0,1,0,0,0,0.156863 0.235294 0.52549,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.270588 0.635294 0.278431,0.0 0.0 0.0
Palette - Metallic Toad,Palette-MetallicToad,Gradient,Swatch-Torus,0,1,0,0,0,0.670588 0.729412 0.670588,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 1.0 1.0,0.0 0.0 0.0
Palette - Metapolis,Palette-Metapolis,Gradient,Swatch-Torus,0,1,0,0,0,0.396078 0.6 0.6,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.956863 0.47451 0.121569,0.0 0.0 0.0
Palette - Miaka,Palette-Miaka,Gradient,Swatch-Torus,0,1,0,0,0,0.988235 0.207843 0.298039,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0392157 0.74902 0.737255,0.0 0.0 0.0
Palette - Miami Dolphins,Palette-MiamiDolphins,Gradient,Swatch-Torus,0,1,0,0,0,0.301961 0.627451 0.690196,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.827451 0.615686 0.219608,0.0 0.0 0.0
Palette - Midnight City,Palette-MidnightCity,Gradient,Swatch-Torus,0,1,0,0,0,0.137255 0.145098 0.14902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.254902 0.262745 0.270588,0.0 0.0 0.0
Palette - Mild,Palette-Mild,Gradient,Swatch-Torus,0,1,0,0,0,0.403922 0.698039 0.435294,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.298039 0.635294 0.803922,0.0 0.0 0.0
Palette - Mini,Palette-Mini,Gradient,Swatch-Torus,0,1,0,0,0,0.188235 0.909804 0.74902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.509804 0.207843,0.0 0.0 0.0
Palette - Minimal Red,Palette-MinimalRed,Gradient,Swatch-Torus,0,1,0,0,0,0.941176 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.862745 0.156863 0.117647,0.0 0.0 0.0
Palette - Minnesota Vikings,Palette-MinnesotaVikings,Gradient,Swatch-Torus,0,1,0,0,0,0.337255 0.0784314 0.690196,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.858824 0.839216 0.360784,0.0 0.0 0.0
Palette - Mirage,Palette-Mirage,Gradient,Swatch-Torus,0,1,0,0,0,0.0862745 0.133333 0.164706,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.227451 0.376471 0.45098,0.0 0.0 0.0
Palette - Misty Meadow,Palette-MistyMeadow,Gradient,Swatch-Torus,0,1,0,0,0,0.129412 0.372549 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.894118 0.894118 0.85098,0.0 0.0 0.0
Palette - Mojito,Palette-Mojito,Gradient,Swatch-Torus,0,1,0,0,0,0.113725 0.592157 0.423529,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.576471 0.976471 0.72549,0.0 0.0 0.0
Palette - Monte Carlo,Palette-MonteCarlo,Gradient,Swatch-Torus,0,1,0,0,0,0.8 0.584314 0.752941,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.858824 0.831373 0.705882,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.478431 0.631373 0.823529,0.0 0.0 0.0
Palette - Moon Purple,Palette-MoonPurple,Gradient,Swatch-Torus,0,1,0,0,0,0.305882 0.329412 0.784314,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.560784 0.580392 0.984314,0.0 0.0 0.0
Palette - Moonlit Asteroid,Palette-MoonlitAsteroid,Gradient,Swatch-Torus,0,1,0,0,0,0.0588235 0.12549 0.152941,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.12549 0.227451 0.262745,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.172549 0.32549 0.392157,0.0 0.0 0.0
Palette - Moonrise,Palette-Moonrise,Gradient,Swatch-Torus,0,1,0,0,0,0.854902 0.886275 0.972549,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.839216 0.643137 0.643137,0.0 0.0 0.0
Palette - Moonwalker,Palette-Moonwalker,Gradient,Swatch-Torus,0,1,0,0,0,0.0823529 0.137255 0.192157,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.0 0.0,0.0 0.0 0.0
Palette - Moor,Palette-Moor,Gradient,Swatch-Torus,0,1,0,0,0,0.380392 0.380392 0.380392,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.607843 0.772549 0.764706,0.0 0.0 0.0
Palette - Moss,Palette-Moss,Gradient,Swatch-Torus,0,1,0,0,0,0.0745098 0.305882 0.368627,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.443137 0.698039 0.501961,0.0 0.0 0.0
Palette - Mystic,Palette-Mystic,Gradient,Swatch-Torus,0,1,0,0,0,0.458824 0.498039 0.603922,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.843137 0.866667 0.909804,0.0 0.0 0.0
Palette - Namn,Palette-Namn,Gradient,Swatch-Torus,0,1,0,0,0,0.654902 0.215686 0.215686,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.478431 0.156863 0.156863,0.0 0.0 0.0
Palette - Nelson,Palette-Nelson,Gradient,Swatch-Torus,0,1,0,0,0,0.94902 0.439216 0.611765,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.580392 0.447059,0.0 0.0 0.0
Palette - Neon Green,Palette-NeonGreen,Gradient,Swatch-Torus,0,1,0,0,0,0.505882 1.0 0.541176,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.392157 0.588235 0.368627,0.0 0.0 0.0
Palette - Neon Life,Palette-NeonLife,Gradient,Swatch-Torus,0,1,0,0,0,0.701961 1.0 0.670588,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0705882 1.0 0.968627,0.0 0.0 0.0
Palette - Nepal,Palette-Nepal,Gradient,Swatch-Torus,0,1,0,0,0,0.870588 0.380392 0.380392,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.14902 0.341176 0.921569,0.0 0.0 0.0
Palette - Netflix,Palette-Netflix,Gradient,Swatch-Torus,0,1,0,0,0,0.556863 0.054902 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.121569 0.109804 0.0941176,0.0 0.0 0.0
Palette - Neuromancer,Palette-Neuromancer,Gradient,Swatch-Torus,0,1,0,0,0,0.976471 0.32549 0.776471,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.72549 0.113725 0.45098,0.0 0.0 0.0
Palette - Newspaper,Palette-Newspaper,Gradient,Swatch-Torus,0,1,0,0,0,0.541176 0.168627 0.886275,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,1.0 0.647059 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.972549 0.972549 1.0,0.0 0.0 0.0
Palette - Nighthawk,Palette-Nighthawk,Gradient,Swatch-Torus,0,1,0,0,0,0.160784 0.501961 0.72549,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.172549 0.243137 0.313726,0.0 0.0 0.0
Palette - Nimvelo,Palette-Nimvelo,Gradient,Swatch-Torus,0,1,0,0,0,0.192157 0.278431 0.333333,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.14902 0.627451 0.854902,0.0 0.0 0.0
Palette - Noon to Dusk,Palette-NoontoDusk,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.431373 0.498039,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.74902 0.913725 1.0,0.0 0.0 0.0
Palette - Ohhappiness,Palette-Ohhappiness,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.690196 0.607843,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.588235 0.788235 0.239216,0.0 0.0 0.0
Palette - Omolon,Palette-Omolon,Gradient,Swatch-Torus,0,1,0,0,0,0.0352941 0.117647 0.227451,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.184314 0.501961 0.929412,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.176471 0.619608 0.878431,0.0 0.0 0.0
Palette - Opa,Palette-Opa,Gradient,Swatch-Torus,0,1,0,0,0,0.239216 0.494118 0.666667,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.894118 0.478431,0.0 0.0 0.0
Palette - Orange Coral,Palette-OrangeCoral,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.6 0.4,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.368627 0.384314,0.0 0.0 0.0
Palette - Orange Fun,Palette-OrangeFun,Gradient,Swatch-Torus,0,1,0,0,0,0.988235 0.290196 0.101961,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.968627 0.717647 0.2,0.0 0.0 0.0
Palette - Orca,Palette-Orca,Gradient,Swatch-Torus,0,1,0,0,0,0.266667 0.627451 0.552941,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0352941 0.211765 0.215686,0.0 0.0 0.0
Palette - Pacific Dream,Palette-PacificDream,Gradient,Swatch-Torus,0,1,0,0,0,0.203922 0.909804 0.619608,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0588235 0.203922 0.262745,0.0 0.0 0.0
Palette - Pale Wood,Palette-PaleWood,Gradient,Swatch-Torus,0,1,0,0,0,0.917647 0.803922 0.639216,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.839216 0.682353 0.482353,0.0 0.0 0.0
Palette - Parklife,Palette-Parklife,Gradient,Swatch-Torus,0,1,0,0,0,0.678431 0.819608 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.482353 0.572549 0.0392157,0.0 0.0 0.0
Palette - Passion,Palette-Passion,Gradient,Swatch-Torus,0,1,0,0,0,0.898039 0.223529 0.207843,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.890196 0.364706 0.356863,0.0 0.0 0.0
Palette - Pastel Orange at the Sun,Palette-PastelOrangeattheSun,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.701961 0.278431,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.8 0.2,0.0 0.0 0.0
Palette - Peach,Palette-Peach,Gradient,Swatch-Torus,0,1,0,0,0,0.929412 0.258824 0.392157,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.929412 0.737255,0.0 0.0 0.0
Palette - Peach Sea,Palette-PeachSea,Gradient,Swatch-Torus,0,1,0,0,0,0.901961 0.682353 0.54902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.658824 0.807843 0.811765,0.0 0.0 0.0
Palette - Petrichor,Palette-Petrichor,Gradient,Swatch-Torus,0,1,0,0,0,0.4 0.4 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.6 0.6 0.4,0.0 0.0 0.0
Palette - Petrol,Palette-Petrol,Gradient,Swatch-Torus,0,1,0,0,0,0.733333 0.823529 0.772549,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.32549 0.411765 0.462745,0.0 0.0 0.0
